author,comment_original,published_at,like_count,comment_clean
@Antyo_Stark,"tapi china sensor ketat maju negara, tapi yg kasus tank man emg bikin merinding",2025-07-27T19:06:14Z,0,tapi china sensor ketat maju negara tapi yg kasus tank man emg bikin merinding
@nessacahyaadriansyah3032,LAWAN!,2025-07-27T10:38:03Z,0,lawan
@KataBolaChannel,"Kalau negara ingin menghapus, kita rakyat yg akan menceritakan sampe anak cucu",2025-07-27T07:07:54Z,0,kalau negara ingin menghapus kita rakyat yg akan menceritakan sampe anak cucu
@farel6406,"semakin dewasa semakin sadar hidup di Indonesia tidak seindah waktu kecil, banyak hal yang harus kita lawan demi kemajuan",2025-07-27T05:12:30Z,0,semakin dewasa semakin sadar hidup di indonesia tidak seindah waktu kecil banyak hal yang harus kita lawan demi kemajuan
@Yee-u7k,apakah The History Repeats Itself is real?,2025-07-27T02:16:38Z,0,apakah the history repeats itself is real
@aesthecheatmoon,"Almarhum Kakek saya dulunya adalah Salah satu Dari Pemimpin kecil Pasukan Permesta di Sumatera, Saya agak sedikit Bertanya² mengapa Jawa Selalu Di prioritaskan oleh pemerintah pada masa itu, Jujur saya sangat amat kagum dengan Kakek Saya Yang Bernama Karel Silalahi.",2025-07-26T08:57:06Z,0,almarhum kakek saya dulunya adalah salah satu dari pemimpin kecil pasukan permesta di sumatera saya agak sedikit bertanya mengapa jawa selalu di prioritaskan oleh pemerintah pada masa itu jujur saya sangat amat kagum dengan kakek saya yang bernama karel silalahi
@DzikryIbnu,Emang Prabowo Subianto asem,2025-07-26T07:50:37Z,0,emang prabowo subianto asem
@aiisptrax.mp3,"7:21 sebagai orang makassar, ini yang paling ngena sejarahnya untuk diingat.",2025-07-26T07:40:38Z,2,7 21 sebagai orang makassar ini yang paling ngena sejarahnya untuk diingat
@clymclym4752,Bang coba bahas kenapa manusia bisa kedutan,2025-07-26T04:02:38Z,0,bang coba bahas kenapa manusia bisa kedutan
@ReggyRans,Min req Bagaimana Jika Manusia Memiliki IQ di atas 1000,2025-07-25T20:37:12Z,1,min req bagaimana jika manusia memiliki iq di atas 1000
@KrisnaEvann,Dari vid ini sy belajar kalau kita harus belajar sejarah,2025-07-25T00:39:19Z,0,dari vid ini sy belajar kalau kita harus belajar sejarah
@feromaulaya_,nice konten bang,2025-07-24T09:49:03Z,0,nice konten bang
@Cadieet,"disini kita melangkah, dan kita melihat, di sisi sebelah dari kepemimpinan, yang senyum, datar, dan marah. Kita melihat, melihat hinga selesai, dan kita sadar, bahwa tidak ada yang baik di sisi manapun, semuanya sama, saya dulu tersilut propaganda, sekarang saya menyadari, bahwa itu semua bohong",2025-07-24T07:04:33Z,0,disini kita melangkah dan kita melihat di sisi sebelah dari kepemimpinan yang senyum datar dan marah kita melihat melihat hinga selesai dan kita sadar bahwa tidak ada yang baik di sisi manapun semuanya sama saya dulu tersilut propaganda sekarang saya menyadari bahwa itu semua bohong
@artoboyo7000,"Hari ini sahabatku pergi merantau, satu''nya wanita yg aku kucintai memiliki orang baru.. tolong semangatin 😊",2025-07-23T03:04:31Z,0,hari ini sahabatku pergi merantau satu nya wanita yg aku kucintai memiliki orang baru tolong semangatin
@Rubbinghandsschemingsomething,"Yg jadi masalah lagi adalah, ini bahkan belum masuk (atau belum lama masuk) buku sejarah. Zaman aku sekolah sd-sma, pelajaran sejarah indonesia cuma dari zaman kerajaan (kutai) sampai ke supersemar, udah. Dari taun 1966-skg gaada. Iya gaada sama sekali di buku. Kejadian 1998 juga gaada. 
Sejarah indonesia selama orde baru sampe sekarang itu mostly dibahas sama pegiat kayanya, bukan sama anak sekolah. Dan sekarang pemerintah lagi kebakaran jenggot untuk menghapus/mengubah itu sebelum meluas. Bisa jadi beneran hilang, jd void decades. kek one piece aja.",2025-07-23T00:18:51Z,0,yg jadi masalah lagi adalah ini bahkan belum masuk atau belum lama masuk buku sejarah zaman aku sekolah sd sma pelajaran sejarah indonesia cuma dari zaman kerajaan kutai sampai ke supersemar udah dari taun 1966 skg gaada iya gaada sama sekali di buku kejadian 1998 juga gaada sejarah indonesia selama orde baru sampe sekarang itu mostly dibahas sama pegiat kayanya bukan sama anak sekolah dan sekarang pemerintah lagi kebakaran jenggot untuk menghapus mengubah itu sebelum meluas bisa jadi beneran hilang jd void decades kek one piece aja
@noviasafitri2127,solusi terbaik gimana?,2025-07-22T13:52:02Z,0,solusi terbaik gimana
@Cmiiwdong,"Tapiiii ak setuju kalo ada peterus lagi biar tahu santun smua, trus orang tua lebih aware didik anak biar ga jadi berandal, jgn dikit"" 🧑‍🦰 : Adek jangan yaa nanti di marah org, padahal anak ny udah pecahin kaca sama buat org terganggu. Belom lagi Mon maaf org"" yg kurang mampu buat anak banyak"" ujung"" ekonomi sulit malah halal in smua cara jdi maling, anak bsar ikut"" an jdi berandal tukang begal. GA SEMUA SIH TAPI BANYAK DAN ITU FAKTA!!!!",2025-07-22T13:24:55Z,0,tapi ak setuju kalo ada peterus lagi biar tahu santun smua trus orang tua lebih aware didik anak biar ga jadi berandal jgn dikit adek jangan yaa nanti di marah org padahal anak ny udah pecahin kaca sama buat org terganggu belom lagi mon maaf org yg kurang mampu buat anak banyak ujung ekonomi sulit malah halal in smua cara jdi maling anak bsar ikut an jdi berandal tukang begal ga semua sih tapi banyak dan itu fakta
@propronoobs7380,"Sejarah kelam suatu negara atau kelompok harus tetap di ajarkan ke anak cucu kita, bukan untuk di ulang tapi sebagai pengingat bahwa tindakan2 yg terjadi di masa lampau dapat berdampak buruk bagi kehidupan.

Jika hal2 itu di hilangkan dan anak cucu kita tidak dapat mempelajari peristiwa2 kelam itu. Bisa saja mereka mengulangi pristiwa itu tanpa mereka sadari, karna mereka tak pernah belajar dari sejarah.",2025-07-22T10:02:38Z,0,sejarah kelam suatu negara atau kelompok harus tetap di ajarkan ke anak cucu kita bukan untuk di ulang tapi sebagai pengingat bahwa tindakan2 yg terjadi di masa lampau dapat berdampak buruk bagi kehidupan jika hal2 itu di hilangkan dan anak cucu kita tidak dapat mempelajari peristiwa2 kelam itu bisa saja mereka mengulangi pristiwa itu tanpa mereka sadari karna mereka tak pernah belajar dari sejarah
@muhammadaliffaqih-t2e,Rakyat harus berkata KAMI BUKAN ROBOT TAPI MANUSIA!,2025-07-22T06:54:42Z,0,rakyat harus berkata kami bukan robot tapi manusia
@putriadninnawati6761,cuma satu kata ”lawan” itu bener. jangan pernah nyerah sama banyak pertanyaan tentang Indonesia dikepala kalian. terus belajar.,2025-07-22T05:56:26Z,0,cuma satu kata lawan itu bener jangan pernah nyerah sama banyak pertanyaan tentang indonesia dikepala kalian terus belajar
@OverZaEast,Japan : First time ?,2025-07-22T01:59:19Z,0,japan first time
@킴제술,"""Yang menang adalah yang benar, yang kalah adalah yang salah""",2025-07-21T16:02:24Z,0,yang menang adalah yang benar yang kalah adalah yang salah
@Caidendonovanz,"Tetap bersuara kok bisa, di jaman sekarang yang mayoritasnya pengguna tiktok dan punya attention span yg pendek itu susah buat nyampein ilmu kyk gini ke mereka",2025-07-21T06:02:20Z,0,tetap bersuara kok bisa di jaman sekarang yang mayoritasnya pengguna tiktok dan punya attention span yg pendek itu susah buat nyampein ilmu kyk gini ke mereka
@ruthmanurung183,WOWW Thank You Kok Bisa,2025-07-21T05:52:20Z,0,woww thank you kok bisa
@GeeNabe,"Rakyat Indonesia, itu dianggap hewan ternak, bukan manusia.

Dan mental ini sudah ditanamkan sejak order baru berdiri, diturunin secara turun-temurun. Yang akhirnya, sekarang banyak rakyat takut, gak peduli, dll ketika ada kesalahan di pemerintahan. Cuman berani koar di sosmed, gak berani turun kejalan, gampang di setir, dikasih 10Rb bakal jilatin kaki pejabat.

Kalo sadar dan berani pun, udah pisah ini Sumatra sama Kalimantan. SDA kami di keruk dari dulu, yang kenyang pulau Jawa.",2025-07-20T23:00:50Z,0,rakyat indonesia itu dianggap hewan ternak bukan manusia dan mental ini sudah ditanamkan sejak order baru berdiri diturunin secara turun temurun yang akhirnya sekarang banyak rakyat takut gak peduli dll ketika ada kesalahan di pemerintahan cuman berani koar di sosmed gak berani turun kejalan gampang di setir dikasih 10rb bakal jilatin kaki pejabat kalo sadar dan berani pun udah pisah ini sumatra sama kalimantan sda kami di keruk dari dulu yang kenyang pulau jawa
@AhmadZein-qn2lq,bang coba bahas game catur,2025-07-20T12:41:43Z,0,bang coba bahas game catur
@imMisthios,gokkilll dari tahun ke tahun makin keren aja kualitas animasinya,2025-07-20T11:10:14Z,0,gokkil dari tahun ke tahun makin keren aja kualitas animasinya
@rizkieputramaulana1867,Bener bener KO BISA ? nih yutub berani bongkar 🤣,2025-07-20T10:26:57Z,0,bener bener ko bisa nih yutub berani bongkar
@key-iy1sg,SUKAA BANGET SAMA CHANNEL KOK BISA KALI INI,2025-07-20T08:39:14Z,1,sukaa banget sama channel kok bisa kali ini
@aryapranaata9049,onepiece bukan sekedar kartun,2025-07-20T07:26:42Z,0,onepiece bukan sekedar kartun
@propronoobs7380,"""Keadilan akan menang, katamu? Tentu saja! Karena siapa pun yang menang akan menjadi keadilan!"" Donxiqote doflamingo",2025-07-20T01:26:21Z,0,keadilan akan menang katamu tentu saja karena siapa pun yang menang akan menjadi keadilan donxiqote doflamingo
@notfriendly4763,Sy etnis Tionghoa kelahiran 95 di sekolah 40% Tionghoa tidak pernah ada bahasan tragedi 98 bahkan lingkungan keluarga tidak pernah membahasnya sampai 20an baru tau di internet. Menyedihkan,2025-07-19T06:54:42Z,0,sy etnis tionghoa kelahiran 95 di sekolah 40 tionghoa tidak pernah ada bahasan tragedi 98 bahkan lingkungan keluarga tidak pernah membahasnya sampai 20an baru tau di internet menyedihkan
@yohanestarmuji8864,"Semua terjadi kalo pemerintah Indonesia instal odoo, plz pemerintah segera install agar kebutuhan bangsa ini rapi",2025-07-17T20:24:50Z,0,semua terjadi kalo pemerintah indonesia instal odoo plz pemerintah segera install agar kebutuhan bangsa ini rapi
@Ozan_1337,Oke gass🔥🔥,2025-07-17T12:25:48Z,0,oke gass
@rizky5877,"kalaupun buku sejarah yang ditulis pemerintah itu keluar sebaiknya dibuang, kalau sejarah telah diatur sebagai propaganda",2025-07-17T03:03:42Z,0,kalaupun buku sejarah yang ditulis pemerintah itu keluar sebaiknya dibuang kalau sejarah telah diatur sebagai propaganda
@cyberpsion,"Perlawanan paling progresif di Indonesia cuma GAM sama OPM.
Gua udh ga ada alasan mempertahankan keutuhan Indonesia kalo tiap hal dipajakin semua, lalu masyarakat diawasi semakin ketat, pembungkaman hingga penangkapan oleh aparatur negara. 
Kebebasan diambil secara perlahan, tapi mereka para pejabat malah tutup mata, memang bajingan.",2025-07-17T00:43:52Z,0,perlawanan paling progresif di indonesia cuma gam sama opm gua udh ga ada alasan mempertahankan keutuhan indonesia kalo tiap hal dipajakin semua lalu masyarakat diawasi semakin ketat pembungkaman hingga penangkapan oleh aparatur negara kebebasan diambil secara perlahan tapi mereka para pejabat malah tutup mata memang bajingan
@fernals-p7g,Kali di tarik garis bawah berarti sejahara itu dan sekolah adalah brain wash dong,2025-07-16T06:13:01Z,0,kali di tarik garis bawah berarti sejahara itu dan sekolah adalah brain wash dong
@WisnuHandiyanto,Ini penting nya literasi bukan hanya buku pelajaran.,2025-07-15T10:50:33Z,0,ini penting nya literasi bukan hanya buku pelajaran
@literallyjustrandomman4,4:14 Orb:the movement of earth mentioned!?!?!!,2025-07-15T08:58:06Z,0,4 14 orb the movement of earth mentioned
@pagharylight,Metri kebudayaan kontlllll,2025-07-15T06:07:31Z,0,metri kebudayaan kontl
@ikuyoo-hf7cw,"Video² yg seperti ini harusnya disimpen, atau disebarkan kemana-mana, untuk jaga² kalau video ini ""terhapus""",2025-07-15T05:54:49Z,0,video yg seperti ini harusnya disimpen atau disebarkan kemana mana untuk jaga kalau video ini terhapus
@ShodiqurrohmanFathu,Masa bersiap juga dihilangkan di sejarah Indonesia.,2025-07-15T03:11:25Z,0,masa bersiap juga dihilangkan di sejarah indonesia
@rahmadini.a8103,KERENNNNNNNNNN❤❤❤❤❤❤❤❤❤❤,2025-07-14T23:25:45Z,0,keren
@BokirrCkoy,aku malu berbangsa indonesia,2025-07-14T16:07:07Z,0,aku malu berbangsa indonesia
@raflyy2007,#JASMERAH,2025-07-14T13:11:07Z,0,jasmerah
@dikunsodikun26,5:32  brooo a0akah kau tidakmtakut ditangkap💀,2025-07-14T13:07:48Z,0,5 32 bro a0akah kau tidakmtakut ditangkap
@vawthriive,betul ini,2025-07-14T09:42:10Z,0,betul ini
@sarilindasari499,Intinya MENOLAK LUPA dan Galakkan dengan Komunitas,2025-07-13T18:19:19Z,0,intinya menolak lupa dan galakkan dengan komunitas
@ashimmahmudi4211,Bang berarti penghilangan nama gubenur yg saat itu menjabat saat pembuatan jalan pantura yg harusnya digaji termasuk salah satu contoh penghilangan sejarah untuk melindungi kelompok tertentu dong,2025-07-13T05:52:30Z,0,bang berarti penghilangan nama gubenur yg saat itu menjabat saat pembuatan jalan pantura yg harusnya digaji termasuk salah satu contoh penghilangan sejarah untuk melindungi kelompok tertentu dong
@Irwandi_almustawa,Makanya mari kita dukung pak Prabowo dan Jokowi lagi biar sekalian hangus ini Indonesia.,2025-07-12T17:34:41Z,1,makanya mari kita dukung pak prabowo dan jokowi lagi biar sekalian hangus ini indonesia
@mualifpratama5981,mari kita gulingkan  negara konoha,2025-07-12T08:53:37Z,0,mari kita gulingkan negara konoha
@haviperdanaputraalrasyid,dari sini kita tahu betapa penting nya berpikir krittis,2025-07-12T06:25:29Z,0,dari sini kita tahu betapa penting nya berpikir krittis
@AR.Story-Official,Up,2025-07-12T05:35:30Z,0,up
@imanuelandreassianipar8361,Dan masih ada aja yang berterimakasih sama Soeharto,2025-07-12T02:52:07Z,0,dan masih ada aja yang berterimakasih sama soeharto
@rumaishaquratul7503,nonton ini nangis banget ya allahh sedihh,2025-07-12T01:34:01Z,0,nonton ini nangis banget ya allahh sedihh
@madeforentertainmentonly,"""When history didn't cooperate, history was changed."" 

- Dr. Arnim Zola, ""Captain America: The Winter Soldier"".",2025-07-11T18:15:50Z,0,when history didn t cooperate history was changed dr arnim zola captain america the winter soldier
@bobbypratamaeffendie,Good anime and good sharing 🤝,2025-07-11T16:33:12Z,0,good anime and good sharing
@bobbypratamaeffendie,Good anime and good sharing 🤝,2025-07-11T16:32:33Z,0,good anime and good sharing
@andiakku99,Alhamdulillah. Ini video udah gua pake dalam ngajar anak didik gua di sekolah. Biar mata mereka bisa mengerti sejarah yang mungkin saja bisa hilang. Terimakasih _Kok bisa❤,2025-07-11T09:46:30Z,0,alhamdulillah ini video udah gua pake dalam ngajar anak didik gua di sekolah biar mata mereka bisa mengerti sejarah yang mungkin saja bisa hilang terimakasih kok bisa
@dyahregina7302,kobi terima kasih selalu mengedukasi kami dengan cara yang kreatif dan unik ya! buat video seperti ini terus ya!,2025-07-10T19:24:59Z,0,kobi terima kasih selalu mengedukasi kami dengan cara yang kreatif dan unik ya buat video seperti ini terus ya
@BAGINDARAJAJOHAN,di kota atau kabupaten kalian mungkin juga ada kejahatan pemerintah cuma kalian tidak tahu coba tanya kakek nenek kalian atau orang yang di tua kan di suatu daerah di sumatera utara juga ada namanya tragedi sumatera timur dimana para raja di habisi,2025-07-10T15:39:14Z,0,di kota atau kabupaten kalian mungkin juga ada kejahatan pemerintah cuma kalian tidak tahu coba tanya kakek nenek kalian atau orang yang di tua kan di suatu daerah di sumatera utara juga ada namanya tragedi sumatera timur dimana para raja di habisi
@fian0.727,Siapa yang waktu kecil dulu meng agungkan Soekarno🗿,2025-07-10T15:28:41Z,3,siapa yang waktu kecil dulu meng agungkan soekarno
@HanaChristina-u7c,"Video nya sama penjelasan nya makin bagus aja nih min, 😁 
Semangat terus ya, tim kok bisa💪🏻",2025-07-10T15:23:04Z,0,video nya sama penjelasan nya makin bagus aja nih min semangat terus ya tim kok bisa
@Izulgo,Pdhl bisa bgt belajar dari kesalahan masa lalu biar lebih siap ke masa depan,2025-07-10T13:58:02Z,1,pdhl bisa bgt belajar dari kesalahan masa lalu biar lebih siap ke masa depan
@SunyanCh,sjarah sudah banyak di rubah,2025-07-10T07:58:07Z,0,sjarah sudah banyak di rubah
@afthaaa,"W VIDEO!! BAGUS BANGET GILAAAA, GUA BAKAL SHARE KE SEMUA SOCMED",2025-07-10T07:48:32Z,0,w video bagus banget gila gua bakal share ke semua socmed
@windaayuranabintubudiono,"Efek dari ""sistem keberlanjutan""?",2025-07-10T07:28:19Z,0,efek dari sistem keberlanjutan
@amaliaputriwinaryanto3174,"Selama sejarah itu disembunyiin sama penguasa sampe sekarang, maka sudah pasti penguasa itu akan melakukan hal yang sama. Karena ingin Indonesia merdeka adalah penguasa yang jujur akan sejarah dan akan memperbaiki kesalahan sejarah itu. Bukan malah menutupi nya",2025-07-10T07:21:25Z,0,selama sejarah itu disembunyiin sama penguasa sampe sekarang maka sudah pasti penguasa itu akan melakukan hal yang sama karena ingin indonesia merdeka adalah penguasa yang jujur akan sejarah dan akan memperbaiki kesalahan sejarah itu bukan malah menutupi nya
@Netizencritics,Ulah Fadli zonk,2025-07-10T05:55:00Z,0,ulah fadli zonk
@Trsxhb0y,Sejarah di tulis oleh ia yang menang,2025-07-10T05:13:09Z,0,sejarah di tulis oleh ia yang menang
@matthewhahyary3881,merinding gw lihat ini sumpah,2025-07-10T04:53:26Z,0,merinding gw lihat ini sumpah
@jeffreylee5287,"You either die a hero or you live long enough to see yourself become the villain

Ini kata yang cocok untuk Fadli Zon",2025-07-10T03:17:55Z,0,you either die a hero or you live long enough to see yourself become the villain ini kata yang cocok untuk fadli zon
@jeffreylee5287,Kebenaran akan selalu kalah,2025-07-10T03:13:59Z,0,kebenaran akan selalu kalah
@yusufsenna,Coba peristiwa 65 di masukin dong pak,2025-07-10T02:47:20Z,0,coba peristiwa 65 di masukin dong pak
@juanary9580,"Selama fidio YT ini blm di hapus,akan banyak generasi2 penerus yang pasti akan tau seajarah INDONESIA...Tetap semangat Tim KokBisa❤‍🔥❤‍🔥",2025-07-10T02:06:14Z,0,selama fidio yt ini blm di hapus akan banyak generasi2 penerus yang pasti akan tau seajarah indonesia tetap semangat tim kokbisa
