comment_ori,comment_clean,llm_label
Bener bener KO BISA ? nih yutub berani bongkar 🤣,bener bener yutub berani bongkar,Positif
SUKAA BANGET SAMA CHANNEL KOK BISA KALI INI,suka chanel,Netral
onepiece bukan sekedar kartun,onepiece dar kartun,Positif
"""Keadilan akan menang, katamu? Tentu saja! Karena siapa pun yang menang akan menjadi keadilan!"" Donxiqote doflamingo",adil menang kata menang adil donxiqote doflamingo,Negatif
Sy etnis Tionghoa kelahiran 95 di sekolah 40% Tionghoa tidak pernah ada bahasan tragedi 98 bahkan lingkungan keluarga tidak pernah membahasnya sampai 20an baru tau di internet. Menyedihkan,etnis tionghoa lahir sekolah tionghoa pernah bahas tragedi lingkung keluarga pernah bahas baru internet sedih,Netral
"Semua terjadi kalo pemerintah Indonesia instal odoo, plz pemerintah segera install agar kebutuhan bangsa ini rapi",semua jadi kalo perintah indonesia instal perintah segera instal butuh bangsa rapi,Negatif
Oke gass🔥🔥,,Netral
"kalaupun buku sejarah yang ditulis pemerintah itu keluar sebaiknya dibuang, kalau sejarah telah diatur sebagai propaganda",kalaupun buku sejarah tulis perintah keluar baik buang sejarah atur propaganda,Netral
"Perlawanan paling progresif di Indonesia cuma GAM sama OPM.
Gua udh ga ada alasan mempertahankan keutuhan Indonesia kalo tiap hal dipajakin semua, lalu masyarakat diawasi semakin ketat, pembungkaman hingga penangkapan oleh aparatur negara. 
Kebebasan diambil secara perlahan, tapi mereka para pejabat malah tutup mata, memang bajingan.",lawan progresif indonesia ala tahan utuh indonesia kalo tiap dipajakin semua masyarakat awas ketat bungkam tangkap aparatur negara bebas ambil perlahan jabat tutup mata bajing,Netral
Kali di tarik garis bawah berarti sejahara itu dan sekolah adalah brain wash dong,tarik gari bawah arti sejahara sekolah brain wash,Positif
Ini penting nya literasi bukan hanya buku pelajaran.,penting literasi buku ajar,Positif
4:14 Orb:the movement of earth mentioned!?!?!!,gera bumi sebut,Positif
Metri kebudayaan kontlllll,metri kebudayan kontl,Netral
"Video² yg seperti ini harusnya disimpen, atau disebarkan kemana-mana, untuk jaga² kalau video ini ""terhapus""",video harus disimpen sebar jaga video hapus,Netral
Masa bersiap juga dihilangkan di sejarah Indonesia.,masa siap hilang sejarah indonesia,Netral
KERENNNNNNNNNN❤❤❤❤❤❤❤❤❤❤,keren,Positif
aku malu berbangsa indonesia,malu bangsa indonesia,Positif
#JASMERAH,jasmerah,Positif
5:32  brooo a0akah kau tidakmtakut ditangkap💀,akah tidakmtakut tangkap,Positif
betul ini,betul,Positif
Intinya MENOLAK LUPA dan Galakkan dengan Komunitas,inti tolak lupa gala komunitas,Netral
Bang berarti penghilangan nama gubenur yg saat itu menjabat saat pembuatan jalan pantura yg harusnya digaji termasuk salah satu contoh penghilangan sejarah untuk melindungi kelompok tertentu dong,arti hilang nama gubenur jabat buat jalan pantura harus gaji masuk salah satu contoh hilang sejarah lindung kelompok tentu,Negatif
Makanya mari kita dukung pak Prabowo dan Jokowi lagi biar sekalian hangus ini Indonesia.,makanya dukung prabowo jokowi sekali hangus indonesia,Negatif
mari kita gulingkan  negara konoha,guling negara konoha,Netral
dari sini kita tahu betapa penting nya berpikir krittis,sini betapa penting pikir kriti,Netral
Up,,Netral
Dan masih ada aja yang berterimakasih sama Soeharto,berterimakasih soeharto,Netral
nonton ini nangis banget ya allahh sedihh,nonton nang alah sedih,Positif
"""When history didn't cooperate, history was changed."" 

- Dr. Arnim Zola, ""Captain America: The Winter Soldier"".",sejarah kerja sejarah ubah arnim zola captain america prajurit musim dingin,Netral
Good anime and good sharing 🤝,anime bagus bagi bagus,Netral
Alhamdulillah. Ini video udah gua pake dalam ngajar anak didik gua di sekolah. Biar mata mereka bisa mengerti sejarah yang mungkin saja bisa hilang. Terimakasih _Kok bisa❤,alhamdulilah video udah pake ngajar anak didik sekolah mata erti sejarah hilang terimakasih,Netral
kobi terima kasih selalu mengedukasi kami dengan cara yang kreatif dan unik ya! buat video seperti ini terus ya!,kobi terima kasih edukasi cara kreatif unik buat video,Netral
di kota atau kabupaten kalian mungkin juga ada kejahatan pemerintah cuma kalian tidak tahu coba tanya kakek nenek kalian atau orang yang di tua kan di suatu daerah di sumatera utara juga ada namanya tragedi sumatera timur dimana para raja di habisi,kota kabupaten jahat perintah tanya kakek nenek suatu daerah sumatera utara nama tragedi sumatera timur raja habis,Netral
Siapa yang waktu kecil dulu meng agungkan Soekarno🗿,waktu kecil dulu meng agung soekarno,Netral
"Video nya sama penjelasan nya makin bagus aja nih min, 😁 
Semangat terus ya, tim kok bisa💪🏻",video jelas bagus semangat,Netral
Pdhl bisa bgt belajar dari kesalahan masa lalu biar lebih siap ke masa depan,pdhl ajar salah masa siap masa depan,Netral
sjarah sudah banyak di rubah,sjarah banyak rubah,Netral
"W VIDEO!! BAGUS BANGET GILAAAA, GUA BAKAL SHARE KE SEMUA SOCMED",video bagus gila share semua socmed,Netral
"Efek dari ""sistem keberlanjutan""?",efek sistem lanjut,Positif
"Selama sejarah itu disembunyiin sama penguasa sampe sekarang, maka sudah pasti penguasa itu akan melakukan hal yang sama. Karena ingin Indonesia merdeka adalah penguasa yang jujur akan sejarah dan akan memperbaiki kesalahan sejarah itu. Bukan malah menutupi nya",lama sejarah disembunyin kuasa sekarang kuasa indonesia merdeka kuasa jujur sejarah baik salah sejarah tutup,Positif
Ulah Fadli zonk,ulah fadli zonk,Positif
Sejarah di tulis oleh ia yang menang,sejarah tulis menang,Positif
merinding gw lihat ini sumpah,merinding lihat sumpah,Positif
"You either die a hero or you live long enough to see yourself become the villain

Ini kata yang cocok untuk Fadli Zon",mati pahlawan hidup cukup lama diri jahat kata cocok fadli,Positif
Kebenaran akan selalu kalah,benar kalah,Netral
Coba peristiwa 65 di masukin dong pak,peristiwa masukin,Positif
"Selama fidio YT ini blm di hapus,akan banyak generasi2 penerus yang pasti akan tau seajarah INDONESIA...Tetap semangat Tim KokBisa❤‍🔥❤‍🔥",lama fidio hapus banyak generasi terus seajarah indonesia tetap semangat kokbisa,Positif
"""Lawan dengan rasa penasaran akan ilmu pengetahuan, baca cerita yang disembunyikan, dengarkan suara yang dibisukan, tanyakan pertanyaan yang dibungkam, karena sejarah yang utuh adalah milik kita semua""",lawan rasa penasaran ilmu tahu baca cerita sembunyi dengar suara bisu tanya pertanyan bungkam sejarah utuh milik semua,Netral
"Semoga orang"" bisa sadar dan melawan pemerintah yang ingin membungkam rakyat... Aku ga mau anak dan cucu kita semua nanti tidak tau menau tentang sejarah Indonesia...😢",moga sadar lawan perintah bungkam rakyat anak cucu semua tau sejarah indonesia,Positif
Tik KokBisa masih aman kan?!,kokbisa aman,Positif
Duniaaa makin gilaaaa,dunia gila,Positif
"Selama kita merdeka ini, kita juga masih ada cerita yang dijalankan oleh sang pemenang 🤣",lama merdeka cerita jalan sing menang,Positif
"Kak minnn, bahas juga dong bahaya laten Neo komunisme di sekitar masyarakat, biar pada tauuu",bahas bahaya laten komunisme masyarakat,Positif
"pengen nyampein sesuatu yang di otak saya,berhubung kita manusia selalu lahir di tiap waktu dan jaman yang berarti sejarah tidak mungkin bisa dihapus permanent karena manusia juga ada banyak hidup di jaman itu jg kecuali manusia di jaman tersebut sudah tidak ada 😊",ken nyampein otak hubung manusia lahir tiap waktu jaman arti sejarah hapus permanent manusia banyak hidup jaman manusia jaman,Netral
"KOK BISA , mau nanya dong ,kenapa ya kalau kita batuk sebagian orang sesak nafas padahal gak asma??",nanya batuk bagi sesak nafas padahal asma,Positif
"Nunggu orang sdm rendah dan ga kuliah ngomong Bravo TNI disini. 
Produk lanjutan Orba yang buta sejarah. ",nungu rendah kuliah ngomong bravo sini produk lanjut orba buta sejarah,Positif
"eh tiba tiba setelah nonton ini ada short bahas pembunuhan. adolf hitler compared leopold II, sejarah milik penguasa atau mayoritas kayaknya. 😂",tiba tiba nonton short bahas bunuh adolf hitler compare leopold sejarah milik kuasa mayoritas kayak,Positif
udah kek novel 1984 ntar wkwkwk,udah novel ntar wkwkwk,Positif
"dulu aku suka nonton karena sifatnya memberi penjelasan hal hal yang sederhana namun masih belum banyak diketahui,
mungkin video ini di anggap sebagai perlawanan, tapi sejauh yang aku tahu channel ini mengutamakan wawasan jadi ketika bahas hal ini, sepertinya team kok bisa? seperti resah. dan keresahannya ya dari hal itu namanya wawasan pasti ada sejarah, dan sejarah tidak semua bagus harus ada penerimaan kalau iya dulu pernah berbuat begini begitu agar jangan diulangi jika buruk atau bisa melakukan inovasi jika yang sudah terjadi adalah hal yang baik.
sabrang pun bilang menuliskan sejarah dengan perspektif indonesia sendiri bagus tapi yang dikhawatirkan juga sama jangan jadikan agenda itu untuk kepentingan segelintir atau sekelompok orang.
semangat untuk team kok bisa?
semoga ini wujud keresahan akan wawasan. semoga bukan karena muatan kepentingan.
👍",dulu suka nonton sifat beri jelas sederhana banyak tahu video angap lawan jauh chanel utama wawas bahas seperti team resah keresahanya nama wawas sejarah sejarah semua bagus rim dulu pernah buat begini ulang buruk inovasi jadi baik sabrang bilang tulis sejarah perspektif indonesia sendiri bagus khawatir jadi agenda penting gelintir kelompok semangat team moga wujud resah wawas moga muat penting,Positif
Dengan berhenti membayar pajak mengurangi pendapatan koruptor,henti bayar pajak kurang dapat koruptor,Positif
aduhh takut banget kalau channel youtube ini ilang,aduh takut chanel youtube ilang,Positif
"Sejarah yang bersifat subjektif, tak ayal laksana manusia tanpa rasa malu.
BIARKAN NODA KOTOR INDONESIA TETAP ADA AGAR KITA BERBENAH DAN MENJADI PRIBADI YANG LEBIH BAIK!
JANGAN BIARKAN PARA PENGUASA ITU BERTINDAK SEMENA-MENA LEPAS PASANG SEJARAH YANG MEREKA MAU SAJA. LAWAN!",sejarah sifat subjektif ayal laksana manusia rasa malu biar noda kotor indonesia tetap benah pribadi baik biar kuasa tindak semena mena lepas pasang sejarah lawan,Positif
wihh ada anime kesukaan saya😅,anime sukan,Positif
"Kok bisa terimaksih dah kasih insight yang bagus banget, Jadi inget inget laws of power hukum ke 15 (crush your enemy totally) yang diterapin oleh para penguasa diatas dan tentu saja itu dapat memusatkan kekuasaan mereka.. tapi g berlangsung lama, mereka terpusat dalam sistem kekuasaannya tersendiri yang mengakibatkan kita tergerak dengan keadaan yang anomali. Menimbulkan keingintahuan serta kecurigaan yang mereaksikan perlawanan terhadap mereka jika sadar.. Cara yang tepat untuk melawan sistem kekuasaan tersebut adalah sadar, dengan KESADARAN itulah timbul respon- respon selanjutnya.  No any words, Inget setiap insan melakukan kesalahan jadi jikalau Kita menstruktur sesuatu terlalu sempurna sama aja sedang menggali liang lahat sendiri.. POKOKNYA SEMANGAT BUAT KOK BISA NGONTENNYA🔥🔥🔥",terimaksih kasih insight bagus inget inget law power hukum crush enemy totaly diterapin kuasa atas pusat kuas langsung lama pusat sistem kuasa sendiri akibat gerak adan anomali timbul keingintahuan kecurigan reaksi lawan sadar cara tepat lawan sistem kuas sadar sadar timbul respon respon lanjut word inget insan salah jikalau struktur sempurna sedang ali liang lahat sendiri pokok semangat buat ngontenya,Positif
Mantep kualitas vidio nya mulus g kaku🔥,mantep kualitas vidio mulus kaku,Positif
"Saya akan menggulingkan pemerintah dalam waktu kurang dari 100 tahun, jadi untuk para mata mata segera tangkap saya sebelum terlambat",uling perintah waktu kurang tahun mata mata segera tangkap lambat,Positif
"sejarah itu gak boleh di lupain/di tutup tutupi, ""karena meraka yang melupai masa lalu akan di paksa untuk mengulangi nya.",sejarah lupain tutup tutup raka lupa masa paksa ulang,Netral
Melebihi Israel gak tu di pemerintah baru ini,lebih israel perintah baru,Positif
negara apaan dah ini?,negara apan,Positif
"Sekarang pun... Rusia sedang berusaha untuk menghapus riset riset tentang Holodomor dan Dekulakisasi yang pernah dilakukan di Uni Soviet untuk menghapus sejarahnya. FYI, Holodomor dan Dekulakisasi adalah pembantaian yang melibatkan 7 - 14 juta korban dengan sistem man-made famine dan kamp kamp, yang 'mungkin' mirip seperti Holocaust dan 'mungkin saja' bisa sama Holocaust tersebut. Untuk selengkapnya, tolong bagi admin Kok Bisa untuk menjelaskan lebih lanjut dan maaf jika ada kesalahan..",sekarang rusia sedang usaha hapus riset riset holodomor dekulakisasi pernah soviet hapus sejarah holodomor dekulakisasi bantai libat juta korban sistem make famine kamp kamp mirip holocaust holocaust lengkap admin jelas lanjut salah,Positif
"Kebanyakan pristiwa yg dibahas itu pelakunya oknum aparat, sampe sekarang gw kurang yakin sebenarnya TNI/polisi itu untuk negara atau untuk pejabat",pristiwa bahas laku oknum aparat sekarang kurang yakin benar polisi negara jabat,Netral
Tag Pak Prabowo woi,prabowo,Positif
"ir soekarno tak sebaik apa yang di ceritakan dan orde baru tidak seburuk apa yang di bayangkan
benarkah demikian?",soekarno baik cerita orde baru buruk bayang benar,Positif
Bahkan sejarah pun akan dikorbankan demi kepentingan para penguasa.,sejarah korban penting kuasa,Negatif
bang semangat buat kontennya yaaa. aku udah nonton semua videomu. dan nunggu kamu bahas buku selanjutnya,semangat buat konte udah nonton semua video nungu bahas buku lanjut,Negatif
Dari Zaman Soeharto jg Indonesia mmng sudah gak baik² aja 😹 mana ada 1 org kok bisa jadi President selama 32 tahun gak ada yg berani Lengser in karna gara² krisis ekonomi krisis moneter aja baru para Mahasiswa turun tangan.,zaman soeharto indonesia baik president lama tahun berani lengser karna gara krisis ekonomi krisis moneter baru mahasiswa turun tangan,Netral
alasan saya tidak setuju sejarah indonesia ditulis ulang karena salah satu pengubah nya juga pelanggar HAM (kalian tau lah siapa dia),ala tuju sejarah indonesia tulis ulang salah satu ubah pelangar,Negatif
4:11 nandodemo~~,nandodemo,Netral
"Ir soekarno bukan pahlawan, kalian setuju?? . Tukang kawin 🔥🔥🔥",soekarno pahlawan tuju tukang kawin,Netral
MAJU TERUS🔥🔥🔥🔥 panjang umur perjuangan,maju panjang umur juang,Netral
Yang terbaru kasus penembakan anggota fpi di tol jangan lupa min,baru kasus tembak angota lupa,Netral
kak bahas tentang masalah yang lagi terjadi sekarang di indo dong kak tentang  mayoritas dan minoritas ituu kak🙏,bahas masalah jadi sekarang indo mayoritas minoritas,Netral
"Jepang aja ngehapus sejarah kelamnya
Ga ada anak muda jepang yg tau kalo dulu jepang itu kejam",jepang ngehapus sejarah kelam anak muda jepang kalo dulu jepang kejam,Positif
semangat kawan bayar pajaknya,semangat kawan bayar pajak,Positif
"Bermimpi akan utopia di dunia yang bertuhan uang dan senjata
 -Barasuara",mimpi utopia dunia tuhan uang senjata barasuara,Positif
penasaran banget..lalu dimana korban korban itu dimakamkan,penasaran korban korban makam,Negatif
mau nangis,nang,Positif
"Emang adasih yg mau diganti sama menteri kebudayaan, yg diganti tuh di buku SNI
Aku mahasiswa pendidikan sejarah, setauku.. yg mau diubah sama menteri itu interaksi bangsa Eropa di Nusantara sejak abad ke-16. Lalu kolonialisme sejak abad ke-19. 
Btw soal penghapusan peristiwa sejarah yg lainnya itu aku belum tahu infonya, trus bisa tau infonya klo mau dihapus dimana ya emangnya?",adasih ganti menteri kebudayan ganti buku mahasiswa didik sejarah tau ubah menteri interaksi bangsa eropa nusantara sejak abad kolonialisme sejak abad soal hapus peristiwa sejarah lai info trus info hapus emang,Positif
4:28 ORB MENTIONED 🗣️🔥🔥🔥,mention,Positif
"Ayo teman-teman, JASMERAH! 🔥",teman teman jasmerah,Positif
"Thank you for this amazing video, tim KokBisa!! Been following you since several years ago and you guys consistently make very high quality videos!💕",terima kasih video luar biasa kokbisa ikut sejak beberapa tahun konsisten video kualitas tingi,Netral
❤❤❤❤,,Positif
#kaburajadulu,kaburajadulu,Positif
Sejarah akan mencatat di generasi kita indonesia mengalamai masa korupsi paling parah sepanjang sejarah dari kepala hingga kaki dari gedung dpr hingga kadus kades ribuan triliun yg harusnya menjamin kelayakan hidup di daerah yg tertinggal sangat jauh,sejarah catat generasi indonesia mengalamai masa korupsi parah panjang sejarah kepala kaki gedung kadus kades ribu triliun harus jamin layak hidup daerah tertingal jauh,Positif
